n   x   y
313 -1.21675 3.53168
314 -1.3017 3.53828
315 -1.38693 3.54004
316 -1.47216 3.53707
317 -1.55714 3.52949
318 -1.64163 3.5174
319 -1.7254 3.50094
320 -1.80823 3.48021
321 -1.88993 3.45534
322 -1.97031 3.42642
323 -2.04918 3.39358
324 -2.12636 3.35693
325 -2.20168 3.31659
326 -2.27498 3.27266
327 -2.3461 3.22527
328 -2.41487 3.17452
329 -2.48114 3.12054
330 -2.54475 3.06344
331 -2.60554 3.00335
332 -2.66337 2.94039
333 -2.71808 2.87468
334 -2.7695 2.80636
335 -2.81749 2.73557
336 -2.86188 2.66246
337 -2.9025 2.58717
338 -2.9392 2.50986
339 -2.9718 2.43072
340 -3.00012 2.34992
341 -3.024 2.26766
342 -3.04324 2.18416
343 -3.05765 2.09964
344 -3.06706 2.01436
345 -3.07125 1.92861
346 -3.07004 1.84269
347 -3.06321 1.75696
348 -3.05057 1.67179
349 -3.03192 1.58762
350 -3.00707 1.50496
351 -2.97585 1.42435
352 -2.93811 1.34645
353 -2.89376 1.27198
354 -2.84274 1.20179
355 -2.78512 1.13687
356 -2.72109 1.07832
357 -2.65107 1.02746
358 -2.57573 0.98576
359 -2.49615 0.954878
360 -2.41395 0.936639
361 -2.33134 0.932938
362 -2.25126 0.945563
363 -2.17723 0.975853
364 -2.11307 1.02418
365 -2.06234 1.08935
366 -2.02773 1.16824
367 -2.0107 1.25605
368 -2.01144 1.34724
369 -2.02904 1.43669
370 -2.06183 1.52046
371 -2.10772 1.59591
372 -2.16443 1.66158
373 -2.2298 1.71685
374 -2.30185 1.76162
375 -2.37884 1.79616
376 -2.45929 1.82088
377 -2.54197 1.83633
378 -2.62586 1.84305
379 -2.71009 1.84163
380 -2.79398 1.83261
381 -2.87692 1.81652
382 -2.95845 1.79387
383 -3.03815 1.76513
384 -3.1157 1.73072
385 -3.19081 1.69108
386 -3.26324 1.64657
387 -3.33279 1.59756
388 -3.39929 1.54438
389 -3.4626 1.48736
390 -3.52259 1.42679
391 -3.57914 1.36296
392 -3.63218 1.29612
393 -3.68161 1.22655
394 -3.72736 1.15448
395 -3.76938 1.08014
396 -3.80761 1.00377
397 -3.84199 0.925579
398 -3.87249 0.845778
399 -3.89906 0.764576
400 -3.92167 0.682176
401 -3.94029 0.598775
402 -3.95489 0.514571
403 -3.96545 0.429759
404 -3.97193 0.344533
405 -3.97433 0.259089
406 -3.97262 0.173622
407 -3.96678 0.0883308
408 -3.95681 0.0034156
409 -3.94268 -0.0809184
410 -3.9244 -0.164461
411 -3.90195 -0.246997
412 -3.87534 -0.328303
413 -3.84457 -0.408148
414 -3.80965 -0.486291
415 -3.77058 -0.562479
416 -3.7274 -0.636448
417 -3.68012 -0.707919
418 -3.6288 -0.776596
419 -3.57347 -0.842164
420 -3.51422 -0.90429
421 -3.45113 -0.962616
422 -3.3843 -1.01676
423 -3.31389 -1.06631
424 -3.24008 -1.11082
425 -3.16308 -1.14982
426 -3.08318 -1.18281
427 -3.00075 -1.20922
428 -2.91625 -1.2285
429 -2.83025 -1.24002
430 -2.7435 -1.24316
431 -2.65694 -1.23729
432 -2.57178 -1.22181
433 -2.48953 -1.1962
434 -2.41214 -1.1601
435 -2.342 -1.11339
436 -2.282 -1.05637
437 -2.23544 -0.989917
438 -2.20572 -0.915632
439 -2.19577 -0.835989
440 -2.20725 -0.754349
441 -2.23984 -0.674795
442 -2.29115 -0.601691
443 -2.35732 -0.539004
444 -2.43403 -0.489658
445 -2.51721 -0.455224
446 -2.60348 -0.43602
447 -2.6902 -0.431452
448 -2.77538 -0.440384
449 -2.85759 -0.461441
450 -2.93578 -0.493192
451 -3.00925 -0.534263
452 -3.07753 -0.583388
453 -3.1403 -0.639425
454 -3.19741 -0.701361
455 -3.24875 -0.768298
456 -3.29431 -0.839444
457 -3.33413 -0.914099
458 -3.36826 -0.991646
459 -3.39679 -1.07154
460 -3.41983 -1.15328
461 -3.43749 -1.23643
462 -3.4499 -1.3206
463 -3.45718 -1.40544
464 -3.45946 -1.4906
465 -3.45688 -1.57581
466 -3.44956 -1.66078
467 -3.43764 -1.74526
468 -3.42124 -1.82901
469 -3.4005 -1.91182
470 -3.37554 -1.99348
471 -3.34649 -2.07379
472 -3.31347 -2.15257
473 -3.27661 -2.22963
474 -3.23602 -2.30482
475 -3.19184 -2.37796
476 -3.14419 -2.44889
477 -3.09318 -2.51746
478 -3.03895 -2.58351
479 -2.98161 -2.6469
480 -2.9213 -2.70747
481 -2.85814 -2.76508
482 -2.79228 -2.81958
483 -2.72383 -2.87082
484 -2.65296 -2.91865
485 -2.57979 -2.96293
486 -2.50449 -3.00349
487 -2.42721 -3.0402
488 -2.34813 -3.07288
489 -2.26742 -3.10138
490 -2.18528 -3.12553
491 -2.10192 -3.14518
492 -2.01754 -3.16015
493 -1.93241 -3.17026
494 -1.84677 -3.17534
495 -1.76092 -3.17521
496 -1.67518 -3.16968
497 -1.5899 -3.15859
498 -1.50548 -3.14173
499 -1.42235 -3.11895
500 -1.34101 -3.09008
501 -1.26203 -3.05497
502 -1.18605 -3.01352
503 -1.1138 -2.96566
504 -1.04611 -2.91138
505 -0.983945 -2.85079
506 -0.928404 -2.78414
507 -0.880739 -2.71186
508 -0.842372 -2.63471
509 -0.814889 -2.55381
510 -0.800007 -2.4708
511 -0.799498 -2.38795
512 -0.815006 -2.30823
513 -0.847734 -2.23519
514 -0.897959 -2.17265
515 -0.964459 -2.12417
516 -1.04414 -2.09236
517 -1.13225 -2.07856
518 -1.22326 -2.08276
519 -1.31203 -2.10384
520 -1.39456 -2.13997
521 -1.46825 -2.18892
522 -1.53165 -2.24836
523 -1.5842 -2.31606
524 -1.62587 -2.39001
525 -1.657 -2.46847
526 -1.67809 -2.54996
527 -1.68973 -2.63327
528 -1.69253 -2.71737
529 -1.68712 -2.80143
530 -1.6741 -2.88477
531 -1.65402 -2.96683
532 -1.62741 -3.04714
533 -1.59478 -3.12532
534 -1.55657 -3.20106
535 -1.51323 -3.27409
536 -1.46515 -3.34419
537 -1.4127 -3.41118
538 -1.35623 -3.4749
539 -1.29608 -3.53523
540 -1.23254 -3.59205
541 -1.1659 -3.64528
542 -1.09645 -3.69482
543 -1.02443 -3.74062
544 -0.950108 -3.78261
545 -0.873712 -3.82075
546 -0.795474 -3.85499
547 -0.715614 -3.8853
548 -0.634347 -3.91164
549 -0.551882 -3.93398
550 -0.468424 -3.95231
551 -0.384172 -3.96659
552 -0.299327 -3.97682
553 -0.214083 -3.98297
554 -0.128637 -3.98505
555 -0.0431834 -3.98302
556 0.0420801 -3.97689
557 0.126956 -3.96666
558 0.211242 -3.95231
559 0.294734 -3.93386
560 0.377223 -3.9113
561 0.458493 -3.88463
562 0.538322 -3.85388
563 0.616481 -3.81905
564 0.69273 -3.78017
565 0.766819 -3.73726
566 0.838486 -3.69036
567 0.907456 -3.63952
568 0.973437 -3.58478
569 1.03612 -3.52621
570 1.09518 -3.46391
571 1.15026 -3.39797
572 1.20099 -3.32854
573 1.24698 -3.25576
574 1.28778 -3.17984
575 1.32295 -3.10103
576 1.352 -3.01963
577 1.3744 -2.93604
578 1.38961 -2.85072
579 1.39705 -2.76428
580 1.39613 -2.67748
581 1.38628 -2.59127
582 1.36696 -2.50686
583 1.33773 -2.42578
584 1.29831 -2.34993
585 1.24868 -2.28166
586 1.18927 -2.22381
587 1.12107 -2.17958
588 1.04579 -2.1523
589 0.965977 -2.14484
590 0.885019 -2.15883
591 0.806929 -2.19393
592 0.735937 -2.24768
593 0.675864 -2.31611
594 0.629504 -2.39473
595 0.598326 -2.47933
596 0.582559 -2.56646
597 0.581527 -2.65343
598 0.594021 -2.73826
599 0.618594 -2.81955
600 0.653758 -2.8963
601 0.698093 -2.96787
602 0.750294 -3.03382
603 0.809192 -3.09391
604 0.873752 -3.14802
605 0.943061 -3.19609
606 1.01632 -3.23815
607 1.09282 -3.27426
608 1.17195 -3.30453
609 1.25314 -3.32906
610 1.33592 -3.34799
611 1.41985 -3.36146
612 1.50453 -3.36961
613 1.58962 -3.37259
614 1.67479 -3.37055
615 1.75975 -3.36363
616 1.84423 -3.35199
617 1.92799 -3.33576
618 2.01079 -3.3151
619 2.09242 -3.29013
620 2.17269 -3.26101
621 2.25139 -3.22786
622 2.32836 -3.19082
623 2.40342 -3.15003
624 2.47641 -3.10562
625 2.54717 -3.05772
626 2.61554 -3.00646
627 2.68138 -2.95198
628 2.74454 -2.8944
629 2.80488 -2.83387
630 2.86225 -2.77051
631 2.91652 -2.70446
632 2.96755 -2.63586
633 3.01518 -2.56487
634 3.0593 -2.49162
635 3.09974 -2.41627
636 3.13638 -2.33898
637 3.16906 -2.25992
638 3.19764 -2.17927
639 3.22196 -2.09721
640 3.24189 -2.01394
641 3.25726 -1.92969
642 3.26791 -1.84467
643 3.27369 -1.75913
644 3.27443 -1.67335
645 3.26998 -1.58763
646 3.26016 -1.50228
647 3.24481 -1.41767
648 3.22379 -1.33419
649 3.19693 -1.2523
650 3.1641 -1.17249
651 3.12519 -1.09532
652 3.08012 -1.02145
653 3.02886 -0.951577
654 2.97144 -0.886542
655 2.90802 -0.827281
656 2.83886 -0.774863
657 2.76449 -0.730503
658 2.68567 -0.695562
659 2.60358 -0.671547
660 2.5199 -0.660075
661 2.43695 -0.66279
662 2.35769 -0.681194
663 2.28571 -0.716352
664 2.22484 -0.768438
665 2.17862 -0.836195
666 2.14962 -0.91656
667 2.13903 -1.00483
668 2.14665 -1.09552
669 2.17118 -1.18345
670 2.2106 -1.26463
671 2.26255 -1.33643
672 2.32462 -1.39745
673 2.39453 -1.44719
674 2.47024 -1.48569
675 2.55002 -1.51337
676 2.6324 -1.53078
677 2.71615 -1.53859
678 2.80028 -1.53748
679 2.88398 -1.52811
680 2.96659 -1.51111
681 3.04757 -1.48708
682 3.12648 -1.45659
683 3.20295 -1.42015
684 3.27669 -1.37824
685 3.34746 -1.33132
686 3.41505 -1.27978
687 3.47931 -1.22403
688 3.5401 -1.16442
689 3.59729 -1.10129
690 3.6508 -1.03494
691 3.70056 -0.965677
692 3.74648 -0.893782
693 3.78853 -0.819518
694 3.82665 -0.743138
695 3.86081 -0.664884
696 3.89098 -0.584987
697 3.91713 -0.503672
698 3.93924 -0.421156
699 3.95729 -0.337648
700 3.97128 -0.253355
701 3.98119 -0.168479
702 3.98702 -0.0832185
703 3.98876 0.00222907
704 3.98641 0.0876676
705 3.97997 0.172901
706 3.96944 0.257734
707 3.95484 0.341966
708 3.93616 0.425399
709 3.91342 0.507827
710 3.88664 0.589042
711 3.85583 0.668831
712 3.82101 0.746972
713 3.78222 0.823239
714 3.73949 0.897393
715 3.69285 0.969189
716 3.64235 1.03837
717 3.58807 1.10466
718 3.53005 1.16777
719 3.46839 1.22741
720 3.4032 1.28325
721 3.33459 1.33495
722 3.26271 1.38214
723 3.18774 1.42445
724 3.10991 1.46144
725 3.02948 1.4927
726 2.94677 1.51774
727 2.8622 1.53607
728 2.77626 1.54717
729 2.68958 1.5505
730 2.60292 1.54552
731 2.51725 1.53171
732 2.43378 1.50858
733 2.35402 1.47577
734 2.27986 1.43309
735 2.2136 1.38062
736 2.158 1.31888
737 2.11619 1.24899
738 2.09141 1.17277
739 2.08645 1.09286
740 2.10291 1.01264
741 2.14043 0.936086
742 2.19651 0.867287
743 2.26707 0.809909
744 2.34747 0.76661
745 2.43337 0.738743
746 2.52122 0.726445
747 2.6083 0.728956
748 2.69263 0.744989
749 2.77285 0.773031
750 2.84802 0.811538
751 2.91754 0.859042
752 2.98105 0.914205
753 3.03833 0.975831
754 3.08932 1.04287
755 3.13401 1.11439
756 3.17247 1.18958
757 3.2048 1.26775
758 3.23113 1.34825
759 3.25161 1.43056
760 3.26639 1.51417
761 3.27563 1.59866
762 3.27951 1.68364
763 3.27818 1.76876
764 3.27183 1.85371
765 3.2606 1.93821
766 3.24466 2.02198
767 3.22417 2.1048
768 3.19929 2.18643
769 3.17017 2.26667
770 3.13696 2.34533
771 3.0998 2.42222
772 3.05885 2.49718
773 3.01424 2.57004
774 2.96612 2.64063
775 2.91463 2.70882
776 2.8599 2.77445
777 2.80209 2.83739
778 2.74132 2.89749
779 2.67775 2.95461
780 2.61151 3.00863
781 2.54274 3.05942
782 2.47161 3.10683
783 2.39825 3.15074
784 2.32282 3.19101
785 2.24549 3.22752
786 2.16641 3.26013
787 2.08578 3.2887
788 2.00377 3.3131
789 1.92058 3.33319
790 1.8364 3.34883
791 1.75147 3.35988
792 1.66603 3.36619
793 1.58031 3.36762
794 1.49461 3.36402
795 1.40923 3.35525
796 1.32448 3.34116
797 1.24075 3.32161
798 1.15844 3.29646
799 1.07798 3.26559
800 0.99989 3.22888
801 0.924726 3.18627
802 0.853125 3.13768
803 0.785801 3.08313
804 0.723568 3.0227
805 0.667343 2.95657
806 0.618168 2.88507
807 0.577211 2.80873
808 0.545778 2.7284
809 0.525296 2.64527
810 0.51728 2.56108
811 0.523247 2.47814
812 0.544557 2.39946
813 0.582135 2.32862
814 0.636045 2.26947
815 0.704989 2.22553
816 0.785934 2.19932
817 0.87424 2.19192
818 0.964453 2.20293
819 1.05141 2.23086
820 1.1311 2.2735
821 1.20089 2.32838
822 1.25944 2.39298
823 1.30628 2.46498
824 1.34155 2.54233
825 1.36572 2.62328
826 1.37943 2.70636
827 1.38341 2.79038
828 1.37838 2.87437
829 1.36507 2.95753
830 1.34414 3.03922
831 1.31623 3.11893
832 1.28193 3.19624
833 1.24178 3.27082
834 1.19627 3.34238
835 1.14588 3.41072
836 1.09104 3.47564
837 1.03213 3.53701
838 0.969522 3.5947
839 0.90357 3.64861
840 0.83459 3.69868
841 0.762884 3.74483
842 0.688737 3.78702
843 0.612418 3.8252
844 0.534184 3.85935
845 0.454279 3.88944
846 0.372937 3.91546
847 0.290383 3.93738
848 0.206837 3.95521
849 0.122509 3.96893
850 0.0376069 3.97854
851 -0.0476675 3.98405
852 -0.133115 3.98546
853 -0.218537 3.98278
854 -0.303739 3.97602
855 -0.388526 3.96518
856 -0.4727 3.95028
857 -0.556065 3.93135
858 -0.638421 3.90839
859 -0.719566 3.88143
860 -0.799292 3.8505
861 -0.877387 3.81562
862 -0.953634 3.77683
863 -1.02781 3.73418
864 -1.09967 3.6877
865 -1.16899 3.63745
866 -1.2355 3.5835
867 -1.29893 3.52591
868 -1.35902 3.46477
869 -1.41546 3.40018
870 -1.46793 3.33225
871 -1.51612 3.26114
872 -1.55966 3.187
873 -1.59817 3.11003
874 -1.63127 3.03047
875 -1.65853 2.94861
876 -1.6795 2.86479
877 -1.69372 2.77944
878 -1.70068 2.69308
879 -1.6999 2.60634
880 -1.69086 2.52001
881 -1.67311 2.43506
882 -1.64621 2.35271
883 -1.60988 2.27444
884 -1.56399 2.20212
885 -1.50875 2.138
886 -1.44477 2.08477
887 -1.37327 2.04546
888 -1.29618 2.02322
889 -1.21621 2.02077
890 -1.1368 2.03966
891 -1.06184 2.07953
892 -0.995303 2.13783
893 -0.940697 2.2104
894 -0.900526 2.29244
895 -0.876022 2.3795
896 -0.86722 2.46793
897 -0.873274 2.55498
898 -0.892819 2.63867
899 -0.924277 2.71769
900 -0.966049 2.79114
901 -1.01662 2.85848
902 -1.07463 2.9194
903 -1.13884 2.97375
904 -1.2082 3.02151
905 -1.28177 3.06273
906 -1.35872 3.09751
907 -1.43836 3.12598
908 -1.52005 3.14832
909 -1.60326 3.16469
910 -1.6875 3.17528
911 -1.77234 3.18028
912 -1.8574 3.17988
913 -1.94234 3.17426
914 -2.02685 3.1636
915 -2.11066 3.14809
916 -2.19351 3.1279
917 -2.27517 3.10321
918 -2.35541 3.07418
919 -2.43405 3.04097
920 -2.5109 3.00376
921 -2.58578 2.9627
922 -2.65852 2.91794
923 -2.72898 2.86963
924 -2.797 2.81793
925 -2.86243 2.76298
926 -2.92515 2.70494
927 -2.98501 2.64395
928 -3.04189 2.58016
929 -3.09565 2.51372
930 -3.14617 2.44477
931 -3.19333 2.37348
932 -3.23701 2.29999
933 -3.27707 2.22446
934 -3.3134 2.14705
935 -3.34587 2.06794
936 -3.37436 1.9873
937 -3.39875 1.90531
938 -3.41891 1.82215
939 -3.43471 1.73804
940 -3.44602 1.65318
941 -3.45272 1.5678
942 -3.45468 1.48215
943 -3.45176 1.39647
944 -3.44383 1.31107
945 -3.43076 1.22624
946 -3.41243 1.14232
947 -3.38872 1.05968
948 -3.35951 0.978725
949 -3.3247 0.899905
950 -3.28421 0.823723
951 -3.23797 0.750739
952 -3.18599 0.681584
953 -3.12828 0.616963
954 -3.06497 0.557674
955 -2.99627 0.504614
956 -2.92257 0.458792
957 -2.84444 0.421333
958 -2.76274 0.393483
959 -2.67873 0.376591
960 -2.59416 0.372069
961 -2.51137 0.38131
962 -2.43337 0.405532
963 -2.36376 0.445516
964 -2.30637 0.501214
965 -2.26473 0.571279
966 -2.2413 0.652703
967 -2.23705 0.740916
968 -2.25142 0.830515
969 -2.2827 0.916358
970 -2.32851 0.994418
971 -2.38622 1.0621
972 -2.45326 1.11806
973 -2.52723 1.16193
974 -2.60607 1.1939
975 -2.68804 1.21452
976 -2.77167 1.22452
977 -2.85579 1.22466
978 -2.93944 1.21574
979 -3.02187 1.19853
980 -3.10246 1.17372
981 -3.18072 1.142
982 -3.25625 1.10397
983 -3.32876 1.06021
984 -3.39797 1.01122
985 -3.46371 0.957496
986 -3.52579 0.89947
987 -3.58411 0.837552
988 -3.63856 0.772119
989 -3.68906 0.703522
990 -3.73555 0.632088
991 -3.77799 0.558125
992 -3.81633 0.481921
993 -3.85055 0.403749
994 -3.88064 0.323867
995 -3.90658 0.242522
996 -3.92838 0.159951
997 -3.94601 0.0763787
998 -3.9595 -0.00797491
999 -3.96885 -0.0928976
1000 -3.97407 -0.178183
1001 -3.97517 -0.263627
1002 -3.97216 -0.349032
1003 -3.96506 -0.434202
1004 -3.9539 -0.518939
1005 -3.9387 -0.603051
1006 -3.91947 -0.686343
1007 -3.89625 -0.768617
1008 -3.86907 -0.849678
1009 -3.83796 -0.929322
1010 -3.80296 -1.00735
1011 -3.76411 -1.08354
1012 -3.72146 -1.15769
1013 -3.67505 -1.22958
1014 -3.62495 -1.29896
1015 -3.57122 -1.36561
1016 -3.51395 -1.42928
1017 -3.4532 -1.4897
1018 -3.3891 -1.5466
1019 -3.32174 -1.59969
1020 -3.25126 -1.64867
1021 -3.17782 -1.69322
1022 -3.1016 -1.73299
1023 -3.02282 -1.76763
1024 -2.94173 -1.79675
1025 -2.85863 -1.81995
1026 -2.77391 -1.8368
1027 -2.68798 -1.84686
1028 -2.6014 -1.84967
1029 -2.5148 -1.84476
1030 -2.42899 -1.83169
1031 -2.34495 -1.81002
1032 -2.26388 -1.77941
1033 -2.18726 -1.73961
1034 -2.11693 -1.6906
1035 -2.05508 -1.63266
1036 -2.00433 -1.56651
1037 -1.9676 -1.49347
1038 -1.94795 -1.41558
1039 -1.94802 -1.33563
1040 -1.96931 -1.25707
1041 -2.01144 -1.18377
1042 -2.07185 -1.11956
1043 -2.14629 -1.0678
1044 -2.22985 -1.03082
1045 -2.31793 -1.00972
1046 -2.40679 -1.00443
1047 -2.49366 -1.01403
1048 -2.57658 -1.03705
1049 -2.65425 -1.07187
1050 -2.72585 -1.11682
1051 -2.79088 -1.17036
1052 -2.84909 -1.23108
1053 -2.90041 -1.29775
1054 -2.94484 -1.36927
1055 -2.9825 -1.44471
1056 -3.01351 -1.52324
1057 -3.03807 -1.60416
1058 -3.05636 -1.68684
1059 -3.06859 -1.77075
1060 -3.07498 -1.8554
1061 -3.07572 -1.94037
1062 -3.07104 -2.0253
1063 -3.06113 -2.10984
1064 -3.04621 -2.1937
1065 -3.02645 -2.27661
1066 -3.00207 -2.35832
1067 -2.97323 -2.4386
1068 -2.94013 -2.51726
1069 -2.90294 -2.59409
1070 -2.86183 -2.66892
1071 -2.81697 -2.74158
1072 -2.76852 -2.81192
1073 -2.71664 -2.87979
1074 -2.6615 -2.94505
