n	v_eff	rho
2237 1665.67 15.7687
2238 1664.22 15.7774
2239 1662.77 15.7861
2240 1661.33 15.7948
2241 1659.88 15.8035
2242 1658.44 15.8122
2243 1657 15.8209
2244 1655.56 15.8296
2245 1654.12 15.8384
2246 1652.68 15.8471
2247 1651.25 15.8558
2248 1649.82 15.8645
2249 1648.38 15.8732
2250 1646.95 15.8819
2251 1645.52 15.8907
2252 1644.1 15.8994
2253 1642.67 15.9081
2254 1641.25 15.9169
2255 1639.82 15.9256
2256 1638.4 15.9343
2257 1636.98 15.943
2258 1635.56 15.9518
2259 1634.15 15.9605
2260 1632.73 15.9693
2261 1631.32 15.978
2262 1629.9 15.9867
2263 1628.49 15.9955
2264 1627.08 16.0042
2265 1625.68 16.013
2266 1624.27 16.0217
2267 1622.86 16.0305
2268 1621.46 16.0392
2269 1620.06 16.048
2270 1618.66 16.0567
2271 1617.26 16.0655
2272 1615.86 16.0742
2273 1614.46 16.083
2274 1613.07 16.0918
2275 1611.68 16.1005
2276 1610.29 16.1093
2277 1608.89 16.1181
2278 1607.51 16.1268
2279 1606.12 16.1356
2280 1604.73 16.1444
2281 1603.35 16.1531
2282 1601.97 16.1619
2283 1600.58 16.1707
2284 1599.2 16.1795
2285 1597.83 16.1882
2286 1596.45 16.197
2287 1595.07 16.2058
2288 1593.7 16.2146
2289 1592.33 16.2234
2290 1590.95 16.2322
2291 1589.58 16.2409
2292 1588.22 16.2497
2293 1586.85 16.2585
2294 1585.48 16.2673
2295 1584.12 16.2761
2296 1582.76 16.2849
2297 1581.4 16.2937
2298 1580.04 16.3025
2299 1578.68 16.3113
2300 1577.32 16.3201
2301 1575.96 16.3289
2302 1574.61 16.3377
2303 1573.26 16.3465
2304 1571.91 16.3553
2305 1570.56 16.3641
2306 1569.21 16.3729
2307 1567.86 16.3818
2308 1566.52 16.3906
2309 1565.17 16.3994
2310 1563.83 16.4082
2311 1562.49 16.417
2312 1561.15 16.4258
2313 1559.81 16.4347
2314 1558.47 16.4435
2315 1557.14 16.4523
2316 1555.8 16.4611
2317 1554.47 16.47
2318 1553.14 16.4788
2319 1551.81 16.4876
2320 1550.48 16.4965
2321 1549.15 16.5053
2322 1547.83 16.5141
2323 1546.5 16.523
2324 1545.18 16.5318
2325 1543.86 16.5406
2326 1542.54 16.5495
2327 1541.22 16.5583
2328 1539.9 16.5672
2329 1538.59 16.576
2330 1537.27 16.5849
2331 1535.96 16.5937
2332 1534.65 16.6026
2333 1533.34 16.6114
2334 1532.03 16.6203
2335 1530.72 16.6291
2336 1529.42 16.638
2337 1528.11 16.6468
2338 1526.81 16.6557
2339 1525.51 16.6645
2340 1524.21 16.6734
2341 1522.91 16.6823
2342 1521.61 16.6911
2343 1520.31 16.7
2344 1519.02 16.7089
2345 1517.72 16.7177
2346 1516.43 16.7266
2347 1515.14 16.7355
2348 1513.85 16.7444
2349 1512.56 16.7532
2350 1511.28 16.7621
2351 1509.99 16.771
2352 1508.71 16.7799
2353 1507.42 16.7887
2354 1506.14 16.7976
2355 1504.86 16.8065
2356 1503.58 16.8154
2357 1502.31 16.8243
2358 1501.03 16.8332
2359 1499.76 16.8421
2360 1498.48 16.8509
2361 1497.21 16.8598
2362 1495.94 16.8687
2363 1494.67 16.8776
2364 1493.4 16.8865
2365 1492.14 16.8954
2366 1490.87 16.9043
2367 1489.61 16.9132
2368 1488.35 16.9221
2369 1487.09 16.931
2370 1485.83 16.9399
2371 1484.57 16.9488
2372 1483.31 16.9577
2373 1482.05 16.9667
2374 1480.8 16.9756
2375 1479.55 16.9845
2376 1478.3 16.9934
2377 1477.04 17.0023
2378 1475.8 17.0112
2379 1474.55 17.0201
2380 1473.3 17.0291
2381 1472.06 17.038
2382 1470.81 17.0469
2383 1469.57 17.0558
2384 1468.33 17.0647
2385 1467.09 17.0737
2386 1465.85 17.0826
2387 1464.61 17.0915
2388 1463.38 17.1005
2389 1462.14 17.1094
2390 1460.91 17.1183
2391 1459.68 17.1273
2392 1458.45 17.1362
2393 1457.22 17.1451
2394 1455.99 17.1541
2395 1454.76 17.163
2396 1453.54 17.1719
2397 1452.31 17.1809
2398 1451.09 17.1898
2399 1449.87 17.1988
2400 1448.65 17.2077
2401 1447.43 17.2167
2402 1446.21 17.2256
2403 1445 17.2346
2404 1443.78 17.2435
2405 1442.57 17.2525
2406 1441.35 17.2614
2407 1440.14 17.2704
2408 1438.93 17.2793
2409 1437.73 17.2883
2410 1436.52 17.2973
2411 1435.31 17.3062
2412 1434.11 17.3152
2413 1432.9 17.3242
2414 1431.7 17.3331
2415 1430.5 17.3421
2416 1429.3 17.3511
2417 1428.1 17.36
2418 1426.91 17.369
2419 1425.71 17.378
2420 1424.52 17.3869
2421 1423.32 17.3959
2422 1422.13 17.4049
2423 1420.94 17.4139
2424 1419.75 17.4228
2425 1418.56 17.4318
2426 1417.37 17.4408
2427 1416.19 17.4498
2428 1415 17.4588
2429 1413.82 17.4678
2430 1412.64 17.4767
2431 1411.46 17.4857
2432 1410.28 17.4947
2433 1409.1 17.5037
2434 1407.92 17.5127
2435 1406.75 17.5217
2436 1405.57 17.5307
2437 1404.4 17.5397
2438 1403.23 17.5487
2439 1402.06 17.5577
2440 1400.89 17.5667
2441 1399.72 17.5757
2442 1398.55 17.5847
2443 1397.39 17.5937
2444 1396.22 17.6027
2445 1395.06 17.6117
2446 1393.9 17.6207
2447 1392.74 17.6297
2448 1391.58 17.6387
2449 1390.42 17.6477
2450 1389.26 17.6568
2451 1388.11 17.6658
2452 1386.95 17.6748
2453 1385.8 17.6838
2454 1384.65 17.6928
2455 1383.5 17.7018
2456 1382.35 17.7109
2457 1381.2 17.7199
2458 1380.05 17.7289
2459 1378.91 17.7379
2460 1377.76 17.747
2461 1376.62 17.756
2462 1375.48 17.765
2463 1374.33 17.774
2464 1373.19 17.7831
2465 1372.06 17.7921
2466 1370.92 17.8011
2467 1369.78 17.8102
2468 1368.65 17.8192
2469 1367.51 17.8282
2470 1366.38 17.8373
2471 1365.25 17.8463
2472 1364.12 17.8554
2473 1362.99 17.8644
2474 1361.86 17.8734
2475 1360.74 17.8825
2476 1359.61 17.8915
2477 1358.49 17.9006
2478 1357.36 17.9096
2479 1356.24 17.9187
2480 1355.12 17.9277
2481 1354 17.9368
2482 1352.88 17.9458
2483 1351.76 17.9549
2484 1350.65 17.9639
2485 1349.53 17.973
2486 1348.42 17.982
2487 1347.31 17.9911
2488 1346.2 18.0002
2489 1345.09 18.0092
2490 1343.98 18.0183
2491 1342.87 18.0274
2492 1341.76 18.0364
2493 1340.66 18.0455
2494 1339.55 18.0546
2495 1338.45 18.0636
2496 1337.35 18.0727
2497 1336.25 18.0818
2498 1335.15 18.0908
2499 1334.05 18.0999
2500 1332.95 18.109
