n	v_eff	rho
123 164.868 2.89033
124 159.281 2.88771
125 153.725 2.88506
126 148.203 2.8824
127 142.72 2.87972
128 137.279 2.87701
129 131.883 2.87429
130 126.538 2.87155
131 121.245 2.86879
132 116.009 2.86601
133 110.835 2.86321
134 105.725 2.86039
135 100.684 2.85756
136 95.7161 2.8547
137 90.825 2.85183
138 86.0149 2.84895
139 81.2899 2.84605
140 76.6542 2.84313
141 72.1119 2.8402
142 67.6673 2.83725
143 63.3245 2.83429
144 59.0879 2.83131
145 54.9616 2.82832
146 50.95 2.82532
147 47.0574 2.8223
148 43.288 2.81927
149 39.6461 2.81623
150 36.1361 2.81318
151 32.7623 2.81012
152 29.5289 2.80704
153 26.4402 2.80396
154 23.5004 2.80087
155 20.7138 2.79777
156 18.0846 2.79466
157 15.6169 2.79155
158 13.3148 2.78842
159 11.1823 2.78529
160 9.22363 2.78216
161 7.44255 2.77901
162 5.84299 2.77587
163 4.42874 2.77272
164 3.20354 2.76956
165 2.17099 2.76641
166 1.33464 2.76325
167 0.697912 2.76009
168 0.264107 2.75693
169 0.0364164 2.75376
170 0.0178966 2.7506
171 0.211464 2.74744
172 0.619888 2.74428
173 1.24578 2.74112
174 2.09159 2.73797
175 3.15957 2.73482
176 4.45183 2.73167
177 5.97024 2.72853
178 7.7165 2.7254
179 9.69208 2.72227
180 11.8982 2.71915
181 14.336 2.71604
182 17.0061 2.71293
183 19.9091 2.70984
184 23.0452 2.70676
185 26.4146 2.70368
186 30.0167 2.70063
187 33.8512 2.69758
188 37.9171 2.69455
189 42.2133 2.69153
190 46.7383 2.68852
191 51.4901 2.68554
192 56.4669 2.68257
193 61.6659 2.67962
194 67.0845 2.67668
195 72.7194 2.67377
196 78.5671 2.67088
197 84.6238 2.668
198 90.8852 2.66516
199 97.3466 2.66233
200 104.003 2.65953
201 110.849 2.65675
202 117.879 2.654
203 125.087 2.65127
204 132.466 2.64858
205 140.01 2.64591
206 147.71 2.64327
207 155.56 2.64066
208 163.552 2.63808
209 171.677 2.63553
210 179.926 2.63302
211 188.29 2.63054
212 196.76 2.62809
213 205.325 2.62568
214 213.977 2.62331
215 222.704 2.62097
216 231.496 2.61868
217 240.341 2.61642
218 249.229 2.6142
219 258.147 2.61202
220 267.085 2.60988
221 276.029 2.60779
222 284.967 2.60573
223 293.888 2.60372
224 302.779 2.60176
225 311.626 2.59984
226 320.417 2.59797
227 329.14 2.59615
228 337.78 2.59437
229 346.325 2.59264
230 354.762 2.59096
231 363.077 2.58933
232 371.258 2.58775
233 379.292 2.58622
234 387.166 2.58475
235 394.867 2.58332
236 402.382 2.58195
237 409.7 2.58063
238 416.808 2.57937
239 423.693 2.57816
240 430.345 2.57701
241 436.752 2.57591
242 442.903 2.57487
243 448.787 2.57389
244 454.395 2.57296
245 459.716 2.57209
246 464.741 2.57128
247 469.46 2.57053
248 473.867 2.56984
249 477.952 2.5692
250 481.709 2.56863
251 485.13 2.56811
252 488.21 2.56766
253 490.942 2.56726
254 493.322 2.56692
255 495.346 2.56665
256 497.01 2.56643
257 498.31 2.56628
258 499.245 2.56619
259 499.813 2.56615
260 500.012 2.56618
261 499.842 2.56627
262 499.304 2.56642
263 498.398 2.56663
264 497.126 2.5669
265 495.492 2.56723
266 493.496 2.56762
267 491.144 2.56807
268 488.439 2.56858
269 485.387 2.56916
270 481.992 2.56978
271 478.262 2.57047
272 474.203 2.57122
273 469.821 2.57203
274 465.126 2.57289
275 460.125 2.57381
276 454.828 2.57479
277 449.242 2.57583
278 443.38 2.57692
279 437.249 2.57807
280 430.862 2.57927
281 424.229 2.58053
282 417.362 2.58184
283 410.272 2.58321
284 402.97 2.58463
285 395.47 2.5861
286 387.783 2.58763
287 379.923 2.5892
288 371.901 2.59083
289 363.731 2.5925
290 355.426 2.59423
291 346.998 2.596
292 338.461 2.59782
293 329.828 2.59969
294 321.112 2.60161
295 312.326 2.60357
296 303.482 2.60557
297 294.595 2.60762
298 285.676 2.60971
299 276.738 2.61185
300 267.794 2.61402
301 258.856 2.61624
302 249.935 2.6185
303 241.045 2.62079
304 232.196 2.62312
305 223.399 2.62549
306 214.667 2.6279
307 206.009 2.63034
308 197.436 2.63282
309 188.958 2.63533
310 180.585 2.63788
311 172.326 2.64045
312 164.192 2.64306
313 156.189 2.6457
314 148.328 2.64836
315 140.615 2.65106
316 133.059 2.65378
317 125.666 2.65653
318 118.445 2.65931
319 111.4 2.66211
320 104.539 2.66493
321 97.8675 2.66778
322 91.3904 2.67065
323 85.113 2.67354
324 79.0399 2.67645
325 73.1755 2.67938
326 67.5236 2.68233
327 62.0877 2.6853
328 56.8711 2.68829
329 51.8767 2.69129
330 47.1069 2.69431
331 42.5639 2.69734
332 38.2495 2.70038
333 34.1653 2.70344
334 30.3124 2.70651
335 26.6918 2.70959
336 23.304 2.71269
337 20.1493 2.71579
338 17.2278 2.7189
339 14.5393 2.72202
340 12.0831 2.72515
341 9.85863 2.72828
342 7.8648 2.73142
343 6.10041 2.73457
344 4.56398 2.73772
345 3.25385 2.74087
346 2.16815 2.74403
347 1.3048 2.74719
348 0.661558 2.75035
349 0.235978 2.75351
350 0.0254683 2.75668
351 0.027271 2.75984
352 0.238481 2.763
353 0.656053 2.76616
354 1.27681 2.76931
355 2.09745 2.77247
356 3.11456 2.77562
357 4.32462 2.77877
358 5.724 2.78191
359 7.309 2.78504
360 9.07582 2.78817
361 11.0206 2.7913
362 13.1394 2.79441
363 15.4282 2.79752
364 17.8829 2.80062
365 20.4995 2.80372
366 23.2737 2.8068
367 26.2015 2.80987
368 29.2786 2.81294
369 32.5006 2.81599
370 35.8635 2.81903
371 39.3629 2.82206
372 42.9944 2.82508
373 46.7538 2.82808
374 50.6369 2.83107
375 54.6392 2.83405
376 58.7565 2.83701
377 62.9846 2.83996
378 67.3191 2.8429
379 71.7558 2.84582
380 76.2905 2.84872
381 80.919 2.85161
382 85.637 2.85448
383 90.4405 2.85733
384 95.3253 2.86017
385 100.287 2.86298
386 105.323 2.86579
387 110.427 2.86857
388 115.597 2.87133
389 120.827 2.87407
390 126.116 2.8768
391 131.458 2.8795
392 136.849 2.88219
393 142.287 2.88485
394 147.767 2.8875
395 153.285 2.89012
396 158.839 2.89272
397 164.424 2.8953
398 170.038 2.89786
399 175.675 2.9004
400 181.335 2.90291
401 187.012 2.9054
402 192.703 2.90787
403 198.406 2.91031
404 204.118 2.91273
405 209.834 2.91513
406 215.553 2.9175
407 221.27 2.91985
408 226.984 2.92218
409 232.691 2.92448
410 238.388 2.92675
411 244.074 2.929
412 249.744 2.93122
413 255.396 2.93342
414 261.028 2.9356
415 266.637 2.93774
416 272.22 2.93987
417 277.776 2.94196
418 283.301 2.94403
419 288.794 2.94607
420 294.252 2.94809
421 299.673 2.95007
422 305.054 2.95204
423 310.394 2.95397
424 315.69 2.95588
425 320.941 2.95775
426 326.144 2.95961
427 331.297 2.96143
428 336.399 2.96322
429 341.448 2.96499
430 346.441 2.96673
431 351.377 2.96844
432 356.255 2.97012
433 361.073 2.97177
434 365.828 2.9734
435 370.521 2.97499
436 375.148 2.97656
437 379.708 2.97809
438 384.2 2.9796
439 388.623 2.98108
440 392.976 2.98253
441 397.256 2.98394
442 401.462 2.98533
443 405.594 2.98669
444 409.649 2.98802
445 413.628 2.98932
446 417.528 2.99059
447 421.349 2.99183
448 425.089 2.99304
449 428.748 2.99422
450 432.324 2.99536
451 435.816 2.99648
452 439.224 2.99757
453 442.547 2.99863
454 445.783 2.99965
455 448.932 3.00065
456 451.992 3.00161
457 454.964 3.00255
458 457.847 3.00345
459 460.639 3.00432
460 463.34 3.00516
461 465.949 3.00597
462 468.466 3.00675
463 470.89 3.0075
464 473.22 3.00821
465 475.456 3.0089
466 477.598 3.00955
467 479.644 3.01017
468 481.595 3.01077
469 483.449 3.01132
470 485.207 3.01185
471 486.867 3.01235
472 488.431 3.01282
473 489.896 3.01325
474 491.263 3.01365
475 492.532 3.01402
476 493.703 3.01436
477 494.774 3.01467
478 495.746 3.01494
479 496.618 3.01519
480 497.391 3.0154
481 498.064 3.01558
482 498.637 3.01573
483 499.11 3.01585
484 499.483 3.01594
485 499.755 3.01599
486 499.927 3.01601
487 499.998 3.016
488 499.97 3.01596
489 499.84 3.01589
490 499.611 3.01579
491 499.281 3.01565
492 498.85 3.01548
493 498.32 3.01528
494 497.689 3.01505
495 496.959 3.01479
496 496.129 3.0145
497 495.199 3.01417
498 494.17 3.01381
499 493.042 3.01342
500 491.815 3.013
501 490.489 3.01255
502 489.066 3.01207
503 487.544 3.01155
504 485.924 3.01101
505 484.208 3.01043
506 482.395 3.00982
507 480.485 3.00918
508 478.479 3.00851
509 476.378 3.00781
510 474.182 3.00707
511 471.892 3.00631
512 469.508 3.00551
513 467.03 3.00468
514 464.46 3.00382
515 461.798 3.00293
516 459.045 3.00201
517 456.201 3.00106
518 453.267 3.00008
519 450.244 2.99907
520 447.132 2.99802
521 443.933 2.99695
522 440.647 2.99584
523 437.275 2.99471
524 433.819 2.99354
525 430.278 2.99235
526 426.655 2.99112
527 422.949 2.98986
528 419.162 2.98858
529 415.296 2.98726
530 411.35 2.98591
531 407.327 2.98454
532 403.228 2.98313
533 399.053 2.9817
534 394.804 2.98023
535 390.482 2.97874
536 386.089 2.97721
537 381.626 2.97566
538 377.094 2.97408
539 372.496 2.97247
540 367.831 2.97082
541 363.102 2.96916
542 358.311 2.96746
543 353.458 2.96573
544 348.546 2.96398
545 343.577 2.96219
546 338.552 2.96038
547 333.472 2.95854
548 328.341 2.95668
549 323.158 2.95478
550 317.928 2.95286
551 312.651 2.95091
552 307.329 2.94894
553 301.965 2.94693
554 296.561 2.9449
555 291.119 2.94284
556 285.64 2.94076
557 280.129 2.93865
558 274.586 2.93651
559 269.014 2.93435
560 263.415 2.93216
561 257.793 2.92995
562 252.149 2.92771
563 246.486 2.92545
564 240.807 2.92316
565 235.114 2.92084
566 229.411 2.9185
567 223.7 2.91614
568 217.983 2.91375
569 212.265 2.91134
570 206.547 2.90891
571 200.833 2.90645
572 195.126 2.90397
573 189.43 2.90147
574 183.746 2.89894
575 178.079 2.89639
576 172.431 2.89382
577 166.807 2.89123
578 161.21 2.88862
579 155.642 2.88598
580 150.108 2.88332
581 144.611 2.88065
582 139.155 2.87795
583 133.744 2.87524
584 128.38 2.8725
585 123.069 2.86974
586 117.813 2.86697
587 112.617 2.86418
588 107.484 2.86137
589 102.419 2.85854
590 97.4255 2.85569
591 92.5073 2.85283
592 87.6688 2.84995
593 82.9139 2.84705
594 78.2468 2.84414
595 73.6718 2.84121
596 69.1929 2.83827
597 64.8144 2.83531
598 60.5406 2.83234
599 56.3757 2.82935
600 52.3239 2.82636
601 48.3897 2.82334
602 44.5772 2.82032
603 40.8907 2.81728
604 37.3347 2.81424
605 33.9133 2.81118
606 30.6308 2.80811
607 27.4916 2.80503
608 24.4998 2.80194
609 21.6598 2.79884
610 18.9757 2.79574
611 16.4516 2.79262
612 14.0918 2.7895
613 11.9003 2.78637
614 9.88103 2.78324
615 8.03808 2.7801
616 6.37532 2.77696
617 4.89657 2.77381
618 3.60559 2.77066
619 2.50602 2.7675
620 1.60144 2.76434
621 0.895298 2.76118
622 0.390957 2.75802
623 0.0916419 2.75486
624 0.000456403 2.75169
625 0.120366 2.74853
626 0.454192 2.74537
627 1.0046 2.74222
628 1.7741 2.73906
629 2.76501 2.73591
630 3.97949 2.73276
631 5.4195 2.72962
632 7.0868 2.72648
633 8.98293 2.72335
634 11.1092 2.72023
635 13.4668 2.71711
636 16.0565 2.71401
637 18.8789 2.71091
638 21.9344 2.70782
639 25.2231 2.70475
640 28.7448 2.70168
641 32.4991 2.69863
642 36.4851 2.69559
643 40.7018 2.69257
644 45.1478 2.68956
645 49.8215 2.68657
646 54.7207 2.68359
647 59.8432 2.68063
648 65.1862 2.67769
649 70.7467 2.67477
650 76.5212 2.67187
651 82.5061 2.66899
652 88.6972 2.66614
653 95.09 2.6633
654 101.68 2.66049
655 108.461 2.65771
656 115.428 2.65495
657 122.575 2.65221
658 129.896 2.64951
659 137.383 2.64683
660 145.03 2.64418
661 152.83 2.64156
662 160.773 2.63897
663 168.853 2.63641
664 177.06 2.63388
665 185.385 2.63139
666 193.819 2.62894
667 202.353 2.62651
668 210.976 2.62413
669 219.679 2.62178
670 228.449 2.61947
671 237.277 2.61719
672 246.152 2.61496
673 255.061 2.61277
674 263.993 2.61061
675 272.936 2.6085
676 281.878 2.60644
677 290.806 2.60441
678 299.709 2.60243
679 308.572 2.6005
680 317.385 2.59861
681 326.132 2.59677
682 334.802 2.59498
683 343.382 2.59323
684 351.857 2.59153
685 360.216 2.58989
686 368.445 2.58829
687 376.532 2.58674
688 384.462 2.58525
689 392.225 2.58381
690 399.806 2.58242
691 407.193 2.58108
692 414.374 2.5798
693 421.338 2.57858
694 428.072 2.5774
695 434.565 2.57629
696 440.806 2.57523
697 446.783 2.57422
698 452.488 2.57328
699 457.909 2.57239
700 463.037 2.57156
701 467.863 2.57078
702 472.379 2.57007
703 476.576 2.56942
704 480.447 2.56882
705 483.985 2.56828
706 487.184 2.56781
707 490.037 2.56739
708 492.54 2.56703
709 494.687 2.56674
710 496.476 2.5665
711 497.902 2.56633
712 498.963 2.56621
713 499.658 2.56616
714 499.985 2.56617
715 499.942 2.56623
716 499.531 2.56636
717 498.753 2.56655
718 497.607 2.5668
719 496.098 2.56711
720 494.227 2.56748
721 491.997 2.56791
722 489.414 2.5684
723 486.481 2.56895
724 483.204 2.56956
725 479.59 2.57023
726 475.643 2.57096
727 471.372 2.57174
728 466.785 2.57259
729 461.889 2.57349
730 456.692 2.57445
731 451.206 2.57546
732 445.438 2.57654
733 439.399 2.57767
734 433.099 2.57885
735 426.55 2.58009
736 419.762 2.58138
737 412.748 2.58273
738 405.518 2.58413
739 398.085 2.58559
740 390.462 2.58709
741 382.66 2.58865
742 374.692 2.59026
743 366.572 2.59192
744 358.312 2.59363
745 349.925 2.59538
746 341.425 2.59719
747 332.823 2.59904
748 324.134 2.60094
749 315.371 2.60288
750 306.546 2.60487
751 297.672 2.60691
752 288.763 2.60898
753 279.83 2.6111
754 270.887 2.61327
755 261.945 2.61547
756 253.017 2.61771
757 244.115 2.61999
758 235.25 2.62231
759 226.434 2.62467
760 217.678 2.62707
761 208.993 2.6295
762 200.39 2.63196
763 191.878 2.63446
764 183.468 2.63699
765 175.169 2.63956
766 166.99 2.64215
767 158.941 2.64478
768 151.03 2.64744
769 143.265 2.65012
770 135.653 2.65284
771 128.203 2.65558
772 120.922 2.65834
773 113.816 2.66113
774 106.89 2.66395
775 100.153 2.66679
776 93.6077 2.66965
777 87.2608 2.67254
778 81.1165 2.67544
779 75.1795 2.67837
780 69.4536 2.68131
781 63.9427 2.68427
782 58.65 2.68725
783 53.5784 2.69025
784 48.7307 2.69326
785 44.109 2.69629
786 39.7154 2.69933
787 35.5514 2.70238
788 31.6184 2.70545
789 27.9174 2.70853
790 24.4491 2.71162
791 21.2138 2.71472
792 18.2117 2.71783
793 15.4426 2.72094
794 12.9062 2.72407
795 10.6017 2.7272
796 8.52823 2.73034
797 6.68465 2.73348
798 5.06957 2.73663
799 3.68139 2.73978
800 2.51831 2.74294
801 1.57833 2.7461
802 0.859237 2.74926
803 0.358677 2.75242
804 0.0741023 2.75558
805 0.00281133 2.75874
806 0.141949 2.76191
807 0.488516 2.76507
808 1.03938 2.76822
809 1.79128 2.77138
810 2.74085 2.77453
811 3.88459 2.77768
812 5.21893 2.78082
813 6.74017 2.78396
814 8.44455 2.78709
815 10.3282 2.79022
816 12.3873 2.79334
817 14.6178 2.79645
818 17.0156 2.79955
819 19.5767 2.80265
820 22.2969 2.80574
821 25.172 2.80881
822 28.1979 2.81188
823 31.3704 2.81494
824 34.685 2.81798
825 38.1377 2.82101
826 41.724 2.82403
827 45.4397 2.82704
828 49.2804 2.83004
829 53.242 2.83302
830 57.3201 2.83599
831 61.5103 2.83894
832 65.8085 2.84188
833 70.2103 2.84481
834 74.7116 2.84772
835 79.3081 2.85061
836 83.9957 2.85349
837 88.7701 2.85635
838 93.6272 2.85919
839 98.563 2.86201
840 103.573 2.86482
841 108.654 2.86761
842 113.802 2.87038
843 119.012 2.87313
844 124.281 2.87586
845 129.605 2.87857
846 134.979 2.88126
847 140.402 2.88394
848 145.867 2.88659
849 151.373 2.88922
850 156.915 2.89182
851 162.49 2.89441
852 168.094 2.89698
853 173.723 2.89952
854 179.376 2.90204
855 185.047 2.90454
856 190.734 2.90702
857 196.433 2.90947
858 202.142 2.9119
859 207.857 2.9143
860 213.575 2.91668
861 219.293 2.91904
862 225.009 2.92137
863 230.719 2.92368
864 236.42 2.92597
865 242.109 2.92823
866 247.785 2.93046
867 253.443 2.93267
868 259.083 2.93485
869 264.7 2.93701
870 270.293 2.93914
871 275.858 2.94124
872 281.394 2.94332
873 286.899 2.94537
874 292.369 2.94739
875 297.803 2.94939
876 303.198 2.95136
877 308.552 2.9533
878 313.864 2.95522
879 319.13 2.95711
880 324.35 2.95897
881 329.521 2.9608
882 334.641 2.96261
883 339.708 2.96438
884 344.721 2.96613
885 349.677 2.96785
886 354.575 2.96954
887 359.414 2.9712
888 364.191 2.97284
889 368.905 2.97444
890 373.555 2.97602
891 378.139 2.97756
892 382.655 2.97908
893 387.102 2.98057
894 391.479 2.98203
895 395.784 2.98346
896 400.016 2.98486
897 404.174 2.98623
898 408.256 2.98757
899 412.261 2.98887
900 416.189 2.99015
901 420.037 2.9914
902 423.805 2.99262
903 427.492 2.99381
904 431.097 2.99497
905 434.618 2.9961
906 438.055 2.9972
907 441.408 2.99826
908 444.674 2.9993
909 447.853 3.00031
910 450.944 3.00128
911 453.947 3.00223
912 456.86 3.00314
913 459.684 3.00402
914 462.416 3.00487
915 465.057 3.00569
916 467.606 3.00648
917 470.062 3.00724
918 472.425 3.00797
919 474.694 3.00866
920 476.868 3.00933
921 478.947 3.00996
922 480.931 3.01056
923 482.819 3.01113
924 484.61 3.01167
925 486.304 3.01218
926 487.901 3.01266
927 489.4 3.0131
928 490.802 3.01352
929 492.105 3.0139
930 493.309 3.01425
931 494.415 3.01457
932 495.421 3.01485
933 496.328 3.01511
934 497.135 3.01533
935 497.843 3.01552
936 498.45 3.01568
937 498.958 3.01581
938 499.365 3.01591
939 499.672 3.01597
940 499.879 3.01601
941 499.985 3.01601
942 499.991 3.01598
943 499.896 3.01592
944 499.701 3.01583
945 499.406 3.0157
946 499.01 3.01554
947 498.515 3.01536
948 497.919 3.01514
949 497.223 3.01488
950 496.427 3.0146
951 495.532 3.01429
952 494.537 3.01394
953 493.443 3.01356
954 492.25 3.01315
955 490.959 3.01271
956 489.569 3.01224
957 488.081 3.01173
958 486.495 3.0112
959 484.812 3.01063
960 483.033 3.01003
961 481.156 3.0094
962 479.184 3.00874
963 477.116 3.00805
964 474.952 3.00733
965 472.695 3.00657
966 470.343 3.00579
967 467.898 3.00497
968 465.359 3.00412
969 462.729 3.00324
970 460.007 3.00233
971 457.194 3.00139
972 454.291 3.00042
973 451.299 2.99942
974 448.218 2.99839
975 445.049 2.99732
976 441.793 2.99623
977 438.451 2.9951
978 435.024 2.99395
979 431.512 2.99276
980 427.917 2.99155
981 424.24 2.9903
982 420.481 2.98903
983 416.642 2.98772
984 412.723 2.98638
985 408.727 2.98502
986 404.654 2.98362
987 400.505 2.9822
988 396.281 2.98074
989 391.985 2.97926
990 387.616 2.97774
991 383.177 2.9762
992 378.669 2.97463
993 374.093 2.97303
994 369.451 2.9714
995 364.744 2.96974
996 359.974 2.96805
997 355.143 2.96633
998 350.252 2.96459
999 345.302 2.96281
1000 340.296 2.96101
1001 335.235 2.95918
1002 330.121 2.95733
1003 324.956 2.95544
1004 319.742 2.95353
1005 314.481 2.95159
1006 309.174 2.94962
1007 303.825 2.94763
1008 298.434 2.94561
1009 293.005 2.94356
1010 287.539 2.94148
1011 282.038 2.93938
1012 276.506 2.93726
1013 270.943 2.9351
1014 265.354 2.93292
1015 259.739 2.93072
1016 254.103 2.92849
1017 248.446 2.92623
1018 242.772 2.92395
1019 237.084 2.92165
1020 231.384 2.91932
1021 225.675 2.91696
1022 219.961 2.91458
1023 214.242 2.91218
1024 208.524 2.90975
1025 202.809 2.9073
1026 197.099 2.90483
1027 191.398 2.90233
1028 185.71 2.89982
1029 180.036 2.89728
1030 174.382 2.89471
1031 168.749 2.89213
1032 163.142 2.88952
1033 157.564 2.88689
1034 152.018 2.88425
1035 146.508 2.88158
1036 141.037 2.87889
1037 135.61 2.87618
1038 130.229 2.87345
1039 124.899 2.8707
1040 119.624 2.86793
1041 114.407 2.86515
1042 109.252 2.86234
1043 104.163 2.85952
1044 99.1439 2.85668
1045 94.1992 2.85382
1046 89.3326 2.85095
1047 84.5483 2.84806
1048 79.8505 2.84515
1049 75.2431 2.84223
1050 70.7305 2.83929
1051 66.3168 2.83634
1052 62.0063 2.83337
1053 57.8033 2.83039
1054 53.7119 2.82739
1055 49.7365 2.82439
1056 45.8814 2.82137
1057 42.1509 2.81833
1058 38.5493 2.81529
1059 35.0808 2.81224
1060 31.7498 2.80917
1061 28.5606 2.80609
1062 25.5174 2.80301
1063 22.6244 2.79992
1064 19.8859 2.79681
1065 17.3061 2.7937
1066 14.889 2.79058
1067 12.6388 2.78746
1068 10.5595 2.78433
1069 8.65517 2.78119
1070 6.92966 2.77804
1071 5.38686 2.7749
1072 4.03053 2.77175
1073 2.86436 2.76859
1074 1.89196 2.76543
1075 1.11681 2.76227
1076 0.542322 2.75911
1077 0.171754 2.75595
1078 0.00825791 2.75279
1079 0.054847 2.74963
1080 0.314394 2.74647
1081 0.78962 2.74331
1082 1.48309 2.74015
1083 2.39718 2.737
1084 3.53413 2.73385
1085 4.89594 2.7307
1086 6.48446 2.72757
1087 8.3013 2.72443
1088 10.3479 2.72131
1089 12.6254 2.71819
1090 15.1347 2.71508
1091 17.8766 2.71198
1092 20.8515 2.70889
1093 24.0596 2.70581
1094 27.5008 2.70274
1095 31.1747 2.69968
1096 35.0806 2.69664
1097 39.2177 2.69361
1098 43.5846 2.6906
1099 48.1797 2.6876
1100 53.0012 2.68462
1101 58.0468 2.68165
1102 63.3139 2.67871
1103 68.7995 2.67578
1104 74.5005 2.67287
1105 80.4131 2.66999
1106 86.5333 2.66712
1107 92.8569 2.66428
1108 99.379 2.66146
1109 106.095 2.65867
1110 112.998 2.6559
1111 120.084 2.65315
1112 127.345 2.65044
1113 134.776 2.64775
1114 142.368 2.64509
1115 150.116 2.64246
1116 158.011 2.63986
1117 166.044 2.63729
1118 174.208 2.63475
1119 182.493 2.63225
1120 190.891 2.62978
1121 199.392 2.62735
1122 207.985 2.62495
1123 216.661 2.62259
1124 225.409 2.62026
1125 234.219 2.61797
1126 243.078 2.61573
1127 251.977 2.61352
1128 260.902 2.61135
1129 269.843 2.60923
1130 278.787 2.60715
1131 287.721 2.60511
1132 296.634 2.60311
1133 305.513 2.60116
1134 314.344 2.59926
1135 323.115 2.5974
1136 331.814 2.59559
1137 340.426 2.59383
1138 348.939 2.59212
1139 357.34 2.59045
1140 365.615 2.58884
1141 373.753 2.58727
1142 381.738 2.58576
1143 389.56 2.5843
1144 397.205 2.58289
1145 404.661 2.58154
1146 411.915 2.58024
1147 418.955 2.57899
1148 425.77 2.5778
1149 432.348 2.57667
1150 438.677 2.57559
1151 444.747 2.57456
1152 450.547 2.5736
1153 456.067 2.57269
1154 461.298 2.57184
1155 466.229 2.57105
1156 470.853 2.57031
1157 475.161 2.56964
1158 479.146 2.56902
1159 482.8 2.56846
1160 486.116 2.56796
1161 489.09 2.56753
1162 491.714 2.56715
1163 493.985 2.56683
1164 495.898 2.56658
1165 497.45 2.56638
1166 498.638 2.56624
1167 499.459 2.56617
1168 499.913 2.56616
1169 499.999 2.5662
1170 499.715 2.56631
1171 499.063 2.56648
1172 498.045 2.56671
1173 496.661 2.567
1174 494.914 2.56735
1175 492.808 2.56776
1176 490.347 2.56822
1177 487.534 2.56875
1178 484.376 2.56934
1179 480.877 2.56999
1180 477.045 2.5707
1181 472.885 2.57146
1182 468.406 2.57229
1183 463.616 2.57317
1184 458.522 2.57411
1185 453.135 2.57511
1186 447.463 2.57616
1187 441.517 2.57727
1188 435.306 2.57844
1189 428.842 2.57966
1190 422.136 2.58093
1191 415.198 2.58226
1192 408.042 2.58364
1193 400.678 2.58508
1194 393.119 2.58657
1195 385.377 2.58811
1196 377.465 2.5897
1197 369.397 2.59134
1198 361.183 2.59303
1199 352.839 2.59477
1200 344.376 2.59656
1201 335.808 2.5984
1202 327.148 2.60028
1203 318.409 2.60221
1204 309.604 2.60418
1205 300.745 2.6062
1206 291.847 2.60826
1207 282.921 2.61037
1208 273.979 2.61251
1209 265.036 2.6147
1210 256.102 2.61693
1211 247.189 2.6192
1212 238.31 2.62151
1213 229.476 2.62385
1214 220.699 2.62623
1215 211.988 2.62865
1216 203.355 2.6311
1217 194.81 2.63359
1218 186.364 2.63611
1219 178.025 2.63867
1220 169.804 2.64125
1221 161.709 2.64387
1222 153.749 2.64652
1223 145.933 2.64919
